Machine_ID,Temp_C,Vibration_mm_s,Pressure_Bar,Acoustic_dB,Inspection_Duration_min,Downtime_Cost_USD,Technician_Availability_pct,Failure_Prob,Maintenance_Priority
M010,87.64578377,0.982462868,5.080519754,64.71462574,135,3587,52,0.48,2
M006,70.69900796,1.989187174,5.274566028,84.56912613,37,1736,80,0.48,2
M008,82.44584027,3.591891314,4.890078148,73.6903173,74,3308,63,0.58,2
M005,58.25702279,1.839257964,4.66851061,58.18161431,114,2059,79,0.39,3
M008,68.24538555,0.533560731,4.470247282,82.5580831,53,4991,71,0.42,1
M001,73.14834771,1.493730646,5.707147553,62.06705668,101,3173,55,0.45,2
M004,86.30703309,2.945538847,4.443684719,77.2507314,111,2273,66,0.57,2
M003,89.78126826,2.778619192,4.748317953,56.78972917,96,2788,87,0.51,2
M009,69.83551058,2.87427818,5.064568477,76.66126468,109,3828,84,0.49,2
M007,81.4813727,1.393380589,5.543551181,57.00093684,55,3833,66,0.45,2
M010,69.29328651,1.464377653,5.418072828,65.90251293,72,3478,60,0.44,2
M007,71.44688114,1.503407264,5.358008672,60.65079151,131,3316,86,0.41,2
M008,54.84400563,1.863474277,5.615280214,77.23881365,101,1879,82,0.41,2
M001,80.02422129,2.613096138,5.269736687,67.20401713,69,2147,65,0.51,2
M009,54.12110965,1.274232183,4.668960106,86.13802715,79,4038,51,0.43,1
M008,58.81789205,3.869387673,5.584697037,56.47176575,86,3592,58,0.49,2
M009,75.68471369,1.033792169,5.839287977,73.99706539,56,1703,95,0.42,2
M003,63.53508792,3.007081259,4.782418169,83.10760527,139,4110,94,0.48,1
M010,67.30231122,4.13682569,5.209288341,41.04781688,138,1885,88,0.46,2
M002,72.78173219,3.768909643,5.055663249,72.68289858,114,3954,59,0.56,2
M006,78.14052968,0.453065313,4.774623945,66.77051172,41,4557,53,0.43,1
M004,68.4436362,2.061414289,4.600522614,77.60976774,95,1524,66,0.48,2
M004,65.3570536,2.029338638,4.666357632,74.13827323,141,1096,57,0.47,2
M005,63.2865699,3.161422784,5.271149385,69.81976747,55,1021,75,0.48,2
M004,90.42255946,0.877072419,5.391743161,73.19044872,130,4571,65,0.49,1
M007,88.90427474,3.370248994,4.81375406,66.27626942,97,1707,81,0.55,2
M006,76.84652776,1.483439121,4.893900268,60.82633671,41,4392,76,0.44,1
M001,60.43162131,2.01904253,4.605806943,53.33310865,71,2438,69,0.4,3
M008,72.61721539,4.437454897,5.190583854,58.11499168,85,2857,76,0.54,2
M010,80.92351921,1.690711713,4.976148765,69.03851592,93,3608,85,0.46,2
M008,90.21330161,3.156357451,4.926240218,83.9744796,136,1533,70,0.59,2
M001,77.36325903,3.267476073,4.999738738,79.77294243,126,4502,61,0.56,1
M005,70.26428766,3.02180874,4.614226598,60.95185216,141,1638,84,0.47,2
M009,72.82047947,3.463296605,5.085299397,73.40257324,94,4991,98,0.51,1
M007,58.92640343,1.800681792,5.10982258,72.08149972,89,1543,95,0.4,3
M008,64.14543923,2.814031624,5.199248675,72.84491935,148,4470,65,0.49,1
M007,83.59257225,1.567887254,5.439073968,71.89175739,99,4717,61,0.5,1
M009,66.12241995,3.394049597,4.909754171,64.48910428,76,3687,87,0.48,2
M010,74.75895122,0.975584662,5.055184428,78.10497499,87,3819,89,0.43,2
M003,76.23329074,3.84028257,5.090928958,54.10339228,126,2956,77,0.51,2
M006,68.78372826,3.557868528,4.988808597,44.89885078,141,4229,83,0.46,1
M008,71.99906039,2.984159119,5.161207991,60.55012849,74,4167,50,0.51,1
M009,78.3565799,3.669800953,5.005041483,66.3551422,60,3775,89,0.53,2
M005,91.20429645,1.826953155,5.135897843,63.54004015,43,2897,96,0.48,2
M001,83.483295,3.512136461,4.941392713,80.69203929,78,2802,68,0.58,2
M006,87.82098921,3.832189111,5.116107253,76.56740544,84,789,74,0.6,2
M001,91.10171529,2.719309636,5.462817843,76.04975846,98,3971,57,0.58,2
M005,64.1829716,3.872061424,5.55118771,74.09738633,102,1141,65,0.53,2
M007,67.81318075,3.851135913,4.749135548,69.3950596,93,3825,99,0.5,2
M009,77.35762132,2.713453019,5.197204266,97.62525241,116,2122,70,0.57,2
M002,85.71124574,2.52996544,5.336179604,59.22127186,65,2414,97,0.48,2
M004,71.70085265,2.451793919,5.629441687,68.23177724,43,1938,89,0.46,2
M001,73.21390025,3.621905711,4.734173088,71.6650704,128,3272,87,0.52,2
M004,72.0919392,3.554593516,5.02670874,51.90673007,59,2549,88,0.47,2
M006,85.51194011,2.845613416,5.144114565,56.90447185,31,3353,68,0.52,2
M006,83.59310098,2.512477049,5.950817885,68.55653057,78,1860,67,0.52,2
M004,72.94787026,3.132442466,4.159811804,83.42460595,124,2372,83,0.53,2
M007,85.75124275,2.35839019,5.534260442,68.54443301,37,2256,64,0.52,2
M008,64.47034922,1.834546067,4.948096659,87.42797234,112,4848,57,0.48,1
M008,50.18705013,1.056110423,4.242144831,86.72046882,106,4265,71,0.4,1
M010,57.99795125,1.235855865,5.416399502,59.48408607,63,3757,88,0.35,3
M010,71.40977436,3.179512254,4.34619776,71.91036242,35,845,76,0.51,2
M010,89.02072147,2.438047254,5.934634642,50.26234952,49,828,74,0.49,2
M005,70.92176914,2.698902662,4.343255434,72.01400093,39,1324,76,0.49,2
M007,61.70356698,2.309471632,5.026387758,78.81498948,32,2712,81,0.45,2
M010,68.83779447,1.135752245,4.674068933,65.52186798,117,2696,74,0.41,2
M007,78.89886819,0.730541405,4.41637572,69.79094592,49,3701,69,0.44,2
M009,66.43693431,3.132967651,5.397927815,77.24420705,105,3877,90,0.49,2
M004,90.17520109,3.340838759,4.825908715,89.58498402,136,2603,79,0.6,2
M005,83.50093989,2.088942208,4.644995944,72.72272686,57,2393,65,0.51,2
M009,82.30113357,-0.037388596,5.5491646,81.27236556,119,670,66,0.44,2
M001,82.8990008,3.226003433,5.082303923,59.9741641,33,1737,67,0.53,2
M006,75.41689037,2.084998418,4.806772385,77.90014668,86,2628,71,0.49,2
M006,77.19917151,1.141669916,5.605951802,74.94601776,67,4473,61,0.47,1
M010,87.38549955,4.226626506,4.604307757,65.85175292,78,1518,94,0.57,2
M003,68.79395736,3.35645068,4.649082919,45.94287257,74,4315,82,0.45,1
M001,79.08345164,2.782788696,4.353673738,70.26560105,50,1863,73,0.52,2
M001,76.48750896,2.855031598,4.009782885,75.13303911,129,3991,91,0.5,2
M001,74.85962891,2.366111073,5.107403761,76.0516865,135,1041,93,0.48,2
M005,76.32566068,2.954013802,4.940282063,78.02780836,36,1685,67,0.54,2
M006,81.87863327,3.373659677,5.109828629,75.17016898,137,1371,82,0.55,2
M010,73.49658077,3.80748419,4.430757455,67.92657724,44,2079,91,0.52,2
M004,73.47528645,2.863119342,5.495399044,93.81143901,53,3038,90,0.53,2
M010,73.8334279,4.456418253,4.823777567,71.92807838,148,2969,64,0.58,2
M006,67.71843224,2.697026833,5.159866957,80.24073442,131,1732,93,0.48,2
M001,93.60684446,1.46618553,5.034769554,72.65970168,66,1089,52,0.53,2
M007,75.86355316,2.459060671,5.014420436,74.75288809,84,4600,86,0.49,1
M010,94.43876893,2.111902093,5.93049352,75.60500239,65,964,81,0.54,2
M007,87.09266111,2.196769076,4.331857956,67.17910717,37,1643,99,0.48,2
M003,63.18606017,1.751216411,6.374322467,71.96556778,63,1753,54,0.45,2
M004,71.10403393,1.4209245,5.440253832,69.15477691,107,2423,86,0.42,2
M002,87.98659734,1.771454978,5.01598328,69.23554873,81,3969,78,0.5,2
M003,71.96907056,2.064181023,5.121986069,37.03746988,89,716,61,0.41,2
M008,91.29009603,2.667517613,4.810094281,78.75557919,115,1057,50,0.59,2
M007,79.30840244,1.996919461,5.717270104,75.13372569,125,4193,57,0.51,1
M007,74.19740954,4.051155045,4.686053331,88.18483988,134,2058,78,0.58,2
M001,68.08682629,2.258656226,5.359962253,82.84056247,31,3690,84,0.48,2
M009,76.40938886,3.233645147,4.308848695,76.70743825,36,3086,96,0.52,2
M007,68.33761276,3.448706917,5.228119399,62.98772931,131,1938,55,0.51,2
M008,83.49716756,3.189404937,4.472191264,61.74785327,124,2211,76,0.53,2
M003,92.15701834,3.611199357,4.983654841,84.435129,112,2563,97,0.59,2
M001,94.10804588,3.182059509,5.880494793,60.25263009,88,3855,95,0.54,2
M007,83.35494278,2.172947441,5.64398525,62.13374743,149,3372,94,0.47,2
M001,65.78129028,1.860876478,4.828104931,65.41339033,146,1695,69,0.43,2
M009,71.83246671,4.19356647,5.194287181,80.32775753,104,3399,71,0.57,2
M007,76.84942283,2.556742567,4.741696907,71.63487223,76,3025,81,0.5,2
M004,75.10175071,2.309842056,5.65153249,73.09313333,94,2184,69,0.49,2
M009,80.42463862,2.580706626,5.012434242,71.38201387,76,2292,56,0.53,2
M008,77.6236238,1.710858372,4.704556319,41.80823524,79,1080,85,0.4,3
M008,75.28875723,-0.839500178,5.460659024,44.03823576,147,3812,55,0.33,3
M002,78.49594999,1.79567481,5.073551763,78.84597107,52,1007,50,0.52,2
M009,58.11437683,4.488768024,5.107267214,69.12132544,67,3913,58,0.53,2
M007,63.37692844,4.000571369,4.328286516,50.24592383,86,907,89,0.46,2
M007,78.67388691,1.888677221,5.121881511,61.61033002,95,1568,76,0.46,2
M010,87.70631061,3.44798412,4.426032091,61.28492638,45,1801,55,0.57,2
M002,86.07388428,2.729926468,5.121468677,75.86079034,58,1641,96,0.52,2
M002,95.41745911,2.886307882,5.164654573,73.26329223,59,869,81,0.57,2
M003,88.18764616,2.432992858,4.626310886,71.62579867,59,515,85,0.52,2
M005,76.66652829,3.790515419,4.877657746,67.3300721,45,1132,65,0.55,2
M010,96.99526631,0.723997661,4.513503002,71.98638584,78,2504,96,0.47,2
M001,76.73908042,3.961738134,5.657147505,73.1034262,124,1115,66,0.57,2
M008,77.57996992,0.844937008,5.225388127,70.13241374,56,658,64,0.44,2
M009,98.00395643,3.615166774,4.821314452,60.28618723,50,1438,57,0.6,2
M006,85.93270905,0.333619157,3.554083701,66.07822317,121,515,66,0.44,2
M005,90.49209477,2.840059367,3.759006832,72.67936785,43,1286,91,0.54,2
M004,89.11709376,2.771037801,4.883436872,82.87092104,91,3011,55,0.59,2
M007,69.62310303,1.703983935,4.130299014,72.71219129,117,2303,54,0.47,2
M002,73.73188502,2.469429837,5.341048114,73.8375929,132,1038,89,0.48,2
M007,66.8100331,1.903011609,5.424792632,57.76993831,106,2833,75,0.42,2
M007,78.66457166,2.594308579,4.776370205,77.62442995,82,4259,52,0.54,1
M010,63.85524173,2.579976495,4.450880562,70.5558694,77,4299,52,0.48,1
M009,79.75285589,3.381599746,5.279452981,81.64906258,77,894,79,0.56,2
M008,63.81380666,2.249601353,4.804620793,72.8791482,140,4519,72,0.46,1
M008,69.06163491,2.866565757,5.01094066,66.69860379,98,4691,58,0.5,1
M009,48.76211764,1.309800972,4.881337348,58.49115708,92,4727,55,0.36,1
M005,76.93330667,3.640855496,4.614227457,74.51414088,134,3491,63,0.56,2
M002,92.25117332,0.323418914,4.874992657,61.18981651,124,968,98,0.41,2
M005,81.81296174,0.800040279,6.030411401,74.3202894,38,2339,88,0.44,2
M003,88.51478429,2.554020726,6.338988638,65.69562307,85,4188,87,0.51,1
M003,55.47814779,2.60617497,4.728881141,70.59452034,145,2990,69,0.44,2
M007,90.68339276,4.164312388,4.828819182,84.87281025,108,961,84,0.62,2
M010,76.56187823,0.393149609,5.602663366,69.58294144,81,2986,84,0.4,3
M005,78.86965299,1.794445908,4.819984252,73.32999481,149,736,89,0.47,2
M008,73.16821731,1.894654597,4.616352313,66.80559419,39,3306,57,0.47,2
M005,71.82654407,1.437090318,5.0574262,81.82800551,62,4015,64,0.47,1
M001,70.3837041,1.40077175,4.958415645,71.37372839,135,4755,73,0.44,1
M001,76.31102091,0.481246293,5.349194217,54.7204239,148,1851,62,0.4,3
M003,82.34218219,3.607064236,5.726857048,80.17636925,55,4392,69,0.58,1
M008,68.70928028,2.445387326,5.657075906,77.00766007,144,4843,66,0.49,1
M006,67.57485649,-0.886813761,5.845801083,80.06257773,38,3678,59,0.37,3
M006,68.11496492,1.961840999,5.90125593,64.78864604,55,3441,99,0.41,2
M005,90.88044156,1.868515267,6.337051946,58.34215067,48,4998,82,0.48,1
M001,65.45938252,2.934831221,5.287160247,68.98174934,31,3172,84,0.47,2
M007,73.58304324,3.049699418,5.421665055,66.72126704,41,3712,67,0.51,2
M003,91.16570494,2.654483996,4.330258422,65.38795396,87,1327,87,0.52,2
M008,67.00605924,3.312914245,5.193755904,88.30238355,73,1409,57,0.55,2
M010,78.31971734,1.663711881,6.12211259,85.00420438,81,4266,67,0.5,1
M010,66.76881939,3.250536115,4.950925759,64.65404501,50,4596,54,0.51,1
M004,70.64843402,1.116546482,5.305029384,54.77674085,73,3440,75,0.39,3
M006,55.06069164,3.15449249,5.639311944,73.53348927,134,2290,85,0.45,2
M003,74.78194662,0.642280139,5.626183548,73.21015008,102,4810,51,0.45,1
M008,97.56751396,3.961284278,5.112001567,69.77439959,109,3732,98,0.59,2
M008,73.35820588,3.198220836,5.110458404,62.2784153,30,1519,90,0.48,2
M002,73.49164379,2.915976621,4.440363342,57.42143568,149,2456,82,0.47,2
M008,85.31339994,3.862617027,6.200372485,73.24956701,126,3534,68,0.59,2
M009,66.8922408,2.63171989,4.953829319,77.87138554,77,1796,94,0.47,2
M001,88.67657331,3.508001947,5.262102085,68.02998518,66,3274,94,0.55,2
M005,72.4304551,4.227482738,5.67479162,50.58419506,145,3529,58,0.53,2
M007,66.05436768,2.848690452,5.505923542,86.83058936,35,1198,53,0.53,2
M007,76.41861055,2.678650729,5.068759786,61.99740904,72,4335,61,0.5,1
M005,68.90504418,1.20397638,5.28285849,66.33470818,73,3783,77,0.41,2
M004,88.10073094,-0.017143142,4.964231394,58.95620155,51,992,74,0.41,2
M006,79.51095297,2.463186494,4.358427496,72.084782,76,4733,61,0.52,1
M002,72.27572299,1.745793919,4.495628977,70.55260626,133,1054,84,0.44,2
M005,69.05633628,2.316336967,4.456669004,63.68861658,83,2477,95,0.43,2
M003,72.85067494,2.603797181,5.169717777,76.43505174,46,2289,67,0.51,2
M006,67.44496665,2.166375448,4.985796069,74.05179517,46,4570,52,0.49,1
M007,85.49984293,1.747244651,4.449152974,66.54626754,39,4865,92,0.47,1
M002,64.01297523,2.610321106,4.985091592,74.16600915,138,1389,89,0.46,2
M005,68.91413914,3.325726363,4.913032464,59.84031303,128,605,69,0.49,2
M010,70.66033858,1.785753889,5.500653269,71.80217171,38,4504,99,0.43,1
M009,66.00212137,3.662458287,4.844696543,59.3051338,136,3125,57,0.51,2
M001,67.70920837,2.107678997,4.446554798,59.38139137,133,565,72,0.43,2
M006,97.12191309,2.76628373,4.791672606,63.2279712,78,4342,69,0.56,1
M001,80.76838168,3.944712494,5.577174787,74.58476465,110,4897,64,0.59,1
M005,91.86987863,1.758606723,6.388142058,82.986974,140,2556,54,0.56,2
M002,57.5893069,2.04803101,4.695239759,63.19650175,97,2549,95,0.39,3
M002,78.78568868,3.457789735,4.8436421,65.1010727,44,1641,58,0.55,2
M007,71.4208891,1.733807529,5.632309856,63.14409136,80,2492,73,0.44,2
M004,52.15852143,1.741147869,4.683251655,70.10962617,75,3892,86,0.38,3
M005,69.77597866,3.77832947,4.166421831,85.55111619,101,3946,59,0.57,2
M001,63.13302882,4.046090168,4.382081129,50.36889791,36,1394,99,0.45,2
M008,85.6064293,3.23036219,4.129791104,65.75837997,42,3332,81,0.54,2
M001,66.2235758,2.645345803,5.739993207,74.05803384,40,3816,74,0.48,2
M007,65.06543774,2.616438241,5.38945534,72.99516465,77,3937,98,0.45,2
M009,74.22466185,3.055588685,5.390593097,68.91158095,121,2992,96,0.49,2
M003,85.7140091,2.225101242,5.035881715,76.44192211,64,1222,65,0.53,2
M006,78.83544007,2.079604878,4.484921933,57.87978233,84,648,95,0.44,2
M001,71.11425897,2.378920039,4.92990101,63.55630939,148,875,78,0.46,2
M007,79.13056534,2.142056169,4.267698968,64.77594883,122,4375,59,0.49,1
M002,79.27455925,3.002447267,4.082226795,84.18929004,63,3363,85,0.54,2
M007,76.56378123,2.674459295,5.23015836,67.31372828,93,4091,94,0.48,1
M003,71.16817482,1.493020527,4.284490676,64.08473322,90,1638,55,0.45,2
M006,71.91278847,1.94986725,4.527073669,52.64697553,120,4404,76,0.42,1
M003,66.56626845,3.416744919,5.432779224,77.28007848,88,1778,98,0.49,2
M007,56.20439372,3.490194756,5.968777151,72.50651578,42,2442,55,0.5,2
M002,80.62316621,1.405884707,4.999536687,82.91482231,145,3527,98,0.47,2
M006,73.14662877,4.468476308,4.919168381,73.9603218,116,2408,67,0.58,2
M009,85.89436709,2.661051479,5.065834717,62.82787323,83,4138,87,0.5,1
M010,86.37706203,3.447362399,4.680136535,76.31025673,86,3980,90,0.56,2
M004,62.12224555,1.02305269,5.087792402,89.31071893,63,2488,67,0.44,2
M007,72.8280665,3.616275664,3.887990089,57.99115713,143,3532,58,0.52,2
M004,73.31444126,2.260101083,4.779197388,77.33060116,73,4223,77,0.49,1
M006,100.4604833,3.969023398,5.454905111,61.62758106,116,2924,75,0.61,2
M003,83.32899329,2.102487361,4.517450165,77.3619324,99,4333,57,0.53,1
M006,86.03713869,1.557934098,5.155724078,70.05741447,139,2764,71,0.49,2
M008,92.91143787,2.910730663,4.462288612,54.03091668,108,1982,93,0.51,2
M010,74.25035049,2.493653579,5.078978801,61.7082407,69,2028,77,0.47,2
M002,82.88899298,3.750954474,4.893081288,70.78851804,111,2141,99,0.54,2
M010,69.37399718,3.36631995,5.089327741,78.29220931,48,1179,91,0.51,2
M001,74.95038016,2.520947366,6.448259303,73.24026772,73,3960,54,0.52,2
M004,77.0189956,1.845799715,4.583389067,77.89176058,69,4245,64,0.5,1
M004,84.45193727,5.033516165,4.267778883,61.70274324,108,2557,55,0.62,2
M005,71.29829369,1.747155231,3.990490387,73.42796422,56,825,70,0.46,2
M004,66.6404592,2.063640531,5.144760105,74.30167229,42,4814,76,0.46,1
M006,69.41890642,1.664714294,5.020700975,77.49407115,47,943,59,0.47,2
M007,61.85932691,2.275769793,5.432090352,76.60919387,42,1881,77,0.45,2
M006,83.68103143,2.295906703,4.217708487,68.31402813,55,4036,98,0.48,1
M010,66.60174753,3.36699022,5.644311564,64.84586135,100,4992,83,0.48,1
M010,70.20588141,1.920947452,4.839043429,61.01633512,122,2889,99,0.41,2
M003,77.53861209,3.270638679,4.426054544,89.47770079,56,835,79,0.56,2
M005,68.41726557,1.739819269,5.069400227,76.73756955,80,4587,54,0.47,1
M001,67.80756662,1.198676921,5.350978746,66.90687586,55,895,52,0.43,2
M005,92.82078318,2.426154073,4.593560485,55.87381495,132,1067,56,0.53,2
M005,67.19525994,3.799974047,4.7100132,60.07852211,75,4057,77,0.5,1
M003,77.98377453,1.401908707,4.535430605,74.95366884,51,4399,77,0.46,1
M005,90.62459507,1.531168368,4.61810565,90.5771608,105,2053,98,0.52,2
M010,66.50080454,1.1444705,5.893710428,76.86602274,83,1425,93,0.41,2
M010,80.79290144,2.637276136,4.808612409,54.83230304,134,3323,66,0.49,2
M003,88.35805666,0.512659823,4.707262504,57.8311166,107,3300,68,0.43,2
M010,70.28891828,1.996578947,4.731162709,88.04834366,43,2919,89,0.48,2
M002,76.57361501,2.811701802,5.057798999,76.45779093,138,2949,61,0.53,2
M009,71.34637009,1.860949603,5.474254272,76.52326536,123,3797,83,0.46,2
M001,80.07015764,0.541558458,4.523782385,59.08097304,128,2498,83,0.4,3
M009,85.59940556,1.509304879,5.293280384,63.60449869,30,1959,77,0.47,2
M006,85.67599301,1.694394602,4.917804617,58.80223951,80,4924,64,0.48,1
M010,73.55269349,3.238915471,4.592763943,76.33685532,39,2891,60,0.54,2
M001,89.46933538,2.442903389,5.155696396,67.60739795,106,3237,93,0.51,2
M003,72.67600893,-0.029716211,5.45328288,67.59429968,71,1426,71,0.38,3
M006,73.31493369,1.728530355,5.699265137,76.31446413,52,1654,77,0.46,2
M008,67.84528303,1.46534238,4.915679066,57.79764301,42,2816,92,0.39,3
M007,72.99148522,2.060037088,4.590133939,75.10648991,115,3194,93,0.46,2
M009,78.53762779,2.904914099,5.12390564,68.34599358,87,2835,98,0.49,2
M008,86.19262945,0.889928553,5.459275412,72.56642817,148,2021,56,0.48,2
M005,71.08574483,1.559355102,4.979131434,69.57151944,50,2906,74,0.44,2
M007,93.04497088,2.853430866,5.221312095,63.33566628,100,4802,81,0.54,1
M003,77.06049518,2.228544265,5.481591371,53.71873238,92,4408,82,0.45,1
M005,94.19000893,2.014137312,4.018632738,79.30723711,143,1763,77,0.54,2
M003,76.4993167,2.541368544,5.482971543,63.22528825,91,1522,98,0.46,2
M001,83.68443511,2.672184092,4.946662159,79.94863922,32,1368,95,0.52,2
M007,87.1426965,2.526127473,4.959948783,67.99109794,129,1408,69,0.53,2
M003,83.62263025,1.601139393,4.354605567,67.88959393,92,2776,58,0.49,2
M009,69.05865423,3.357330766,5.454997891,59.23262646,90,2792,70,0.49,2
M003,95.01945967,2.013643106,5.077348375,80.21501898,87,3825,50,0.58,2
M010,63.97719678,2.322579562,5.021285171,80.11351808,94,1503,90,0.46,2
M010,76.14869044,2.003289176,4.536755468,69.90910833,37,4006,84,0.46,1
M005,77.06247546,1.666015646,5.797320321,56.65811648,121,3238,63,0.45,2
M001,85.02085217,3.684209146,4.08091025,66.91137578,79,2120,99,0.54,2
M006,80.79908967,2.303993167,4.415053487,79.04182247,134,4504,99,0.49,1
M001,70.70948073,2.711457754,4.830678746,52.5282003,46,3131,53,0.47,2
M001,68.03580207,3.365752733,4.757052588,77.00563675,93,4673,58,0.53,1
M005,64.93439009,3.800313192,4.985858676,66.63098237,99,3333,68,0.51,2
M010,66.13001939,2.175763989,5.411597051,82.54284889,63,1100,80,0.47,2
M002,74.53579629,1.463048994,5.004613217,53.0998945,119,4515,88,0.4,1
M006,68.4591999,2.564759762,4.570994556,77.96540688,34,1620,81,0.48,2
M010,66.34486815,3.518355384,4.703141971,58.89833141,118,3861,77,0.48,2
M005,72.63357814,3.687719177,4.82933594,78.78616411,124,716,57,0.57,2
M001,66.96027601,2.067398893,4.280542653,66.55062674,138,3663,80,0.44,2
M008,61.7139478,2.97114375,4.4205027,52.06258293,133,4676,56,0.45,1
M008,75.91434128,0.334518414,5.38706245,53.47903205,78,2473,88,0.36,3
M001,78.01722513,2.799774564,4.841355717,78.55201966,89,1016,58,0.55,2
M005,99.07377584,0.859538643,5.106432628,75.92832616,116,1064,96,0.49,2
M008,89.94688575,-0.261061966,4.560606556,74.63233047,32,4841,94,0.41,1
M008,73.97122956,0.092131673,4.549572547,78.46040859,33,4594,98,0.38,1
M001,80.19864852,4.101947507,5.39417151,70.57634063,44,3321,87,0.56,2
M008,77.39308467,3.140397185,4.649711087,68.85241598,38,3772,60,0.54,2
M009,68.27721728,0.564769415,5.369813072,74.48818406,46,940,95,0.38,3
M009,66.53388291,1.469310599,5.207627914,65.97247353,77,3341,52,0.44,2
M010,60.49288082,0.905671507,5.223446789,71.76079289,88,4535,63,0.4,1
M010,68.37887483,4.006421722,4.569297683,62.88889185,137,2560,96,0.5,2
M005,76.87802548,1.635277865,5.396174204,55.9612464,117,905,79,0.43,2
M005,60.28308557,1.87653566,4.291077964,77.43537845,145,3824,86,0.42,2
M008,52.76387969,2.668401957,4.325006977,67.236722,90,2946,55,0.44,2
M003,70.41863013,2.002732386,5.35786317,62.78273222,62,2232,99,0.42,2
M005,78.67522303,2.32178052,5.515328898,55.92823015,101,1945,81,0.46,2
M002,77.06190982,3.608788382,4.117208599,71.16562349,100,2277,86,0.53,2
M005,70.72675317,2.104694523,4.239912147,93.49099259,44,815,77,0.51,2
M008,91.26519472,2.596260776,4.782759644,74.35238137,30,3264,94,0.53,2
M009,58.8653134,1.482666343,4.487596923,69.39879286,114,3533,68,0.41,2
M006,68.82187321,2.343492969,4.279240087,85.49170316,99,3872,89,0.48,2
M007,82.82837165,1.734719938,5.363855967,58.1778177,138,4111,70,0.46,1
M006,68.95661431,3.037315658,5.749097643,91.21023602,55,2728,86,0.52,2
M006,84.44289642,3.786564822,4.330896672,72.55625786,137,3557,92,0.56,2
M006,76.62762079,0.852201892,5.107447877,80.41447217,121,3026,54,0.47,2
M005,74.79981101,1.729432086,5.809504644,50.13078688,104,1021,66,0.43,2
M008,68.14262413,2.228518532,4.137747607,61.23870273,101,4194,51,0.47,1
M009,72.12047778,2.457664342,5.641570153,79.39439019,129,1982,69,0.5,2
M010,82.31246507,1.638115071,4.735685254,62.2083642,84,4084,54,0.48,1
M006,73.07676087,1.665236611,5.000049511,72.73038108,67,1232,85,0.45,2
M010,77.88732395,2.225714969,4.769858825,68.32194455,34,3529,71,0.49,2
M002,72.81748836,3.217690741,5.256616213,63.09641659,146,1905,53,0.52,2
M005,68.6900787,2.121704726,5.458025662,90.33780816,93,1591,74,0.5,2
M005,73.0413918,2.316153119,5.200894373,61.93486673,79,2515,70,0.47,2
M001,49.09454027,2.681674273,4.595693751,72.94985768,147,610,88,0.41,2
M001,64.98231721,3.139269538,4.517319728,79.80413666,97,4097,75,0.51,1
M008,82.51740273,2.801420516,4.778070825,64.96219378,106,2391,96,0.49,2
M004,94.7166875,1.527050221,4.582843463,70.7757631,146,4381,58,0.53,1
M005,70.39593384,1.091896626,5.979237151,66.46363579,147,1830,68,0.42,2
M009,71.0906143,0.721649033,4.838993411,71.03559942,148,806,58,0.43,2
M006,66.2973245,3.452680413,5.001119375,78.09067259,49,3174,57,0.54,2
M004,71.23085775,2.920117998,5.679450757,74.47352673,68,4645,68,0.51,1
M007,74.17149085,2.103564171,4.766221445,94.03018192,93,1028,76,0.52,2
M010,75.36110175,3.238490833,4.908962765,70.90994626,89,3556,62,0.54,2
M003,77.57760883,1.701809376,5.522889576,71.60514868,92,1984,64,0.48,2
M001,85.22440952,2.463404137,5.228758245,55.26019721,53,4452,90,0.47,1
M003,89.81238549,3.108365543,5.167230032,79.17062512,105,2745,64,0.59,2
M003,80.74308441,4.161441014,5.510550786,71.6676052,109,1892,71,0.58,2
M005,79.47399346,3.530240213,4.989286723,71.11941943,146,4560,93,0.53,1
M001,69.79086181,4.396738182,5.898161963,71.65609615,92,4024,73,0.56,1
M009,85.42765176,2.166828335,5.24153168,79.83714694,83,3287,61,0.54,2
M006,78.88242648,2.599925172,4.486201124,80.54036311,132,3245,57,0.54,2
M004,81.51409281,2.850341779,5.104252411,41.044423,102,1345,79,0.46,2
M005,71.03606165,1.897314152,4.180145441,54.88301773,55,2253,98,0.4,3
M009,87.49140642,2.739588881,4.92467964,89.93690567,88,4542,52,0.6,1
M008,73.90891482,1.828437899,4.730582577,79.23669282,77,3807,98,0.46,2
M006,81.38783079,2.661017886,4.080733439,66.18989164,138,771,72,0.51,2
M002,66.39939145,1.689148866,5.057744142,66.14535943,89,4737,65,0.43,1
M009,55.02588657,0.092655793,4.669412183,68.17408122,43,1697,97,0.31,3
M010,73.42702575,2.926826975,5.400276944,77.4527833,35,571,52,0.54,2
M010,66.96636204,1.998028293,4.923244268,73.25266526,124,4323,89,0.44,1
M008,72.67328091,2.423903231,5.486045409,67.0791079,142,4669,70,0.48,1
M007,61.73545206,1.314088991,4.935234296,63.29113264,57,3747,73,0.39,3
M009,69.37386517,2.338938497,4.91067394,57.86304686,116,2933,50,0.47,2
M003,85.91551424,4.016812867,5.360546398,85.39745557,63,4603,61,0.63,1
M008,84.53671678,3.618825654,5.466709241,72.88159684,125,4954,99,0.55,1
M003,80.11737669,2.566814883,5.195110392,60.55291791,42,4100,83,0.48,1
M009,53.70023124,2.23674517,4.879472875,74.48672465,82,2114,81,0.42,2
M002,62.19731591,3.721131079,4.63496889,68.75626035,39,1551,55,0.52,2
